codice	nome	nome_en	pattern	gruppo_target	attrezzo	luogo	muscoli	livello	uso	zone_rischio	adattamento	alternativa	setup	esecuzione	errori	nota_sicurezza	surrogato_attrezzo	nota_surrogato	esecuzione_surrogato	errori_surrogato	gif_slug
EX597	Corsa X con conetti		cardio_metabolico		conetti	libero;palestra	quadricipiti;glutei;polpacci;adduttori;core	intermedio	riscaldamento	ginocchia;caviglie	ginocchia: cambi di direzione più larghi e ritmo ridotto. caviglie: percorso più corto, appoggio pieno del piede nei cambi	EX606	Quattro conetti disposti a rettangolo, in posizione atletica su uno degli angoli	Corri in diagonale verso il conetto opposto;Al conetto cambia direzione e attraversa il lato corto;Ripeti disegnando una X completa, poi inverti il senso;Respiro ritmico e continuo	Rallentare troppo prima del cambio di direzione;Ginocchio che cede all'interno nella svolta;Busto alto che rende la frenata instabile;Appoggi solo di punta nei cambi	Nei cambi di direzione il ginocchio segue la punta del piede: è lì che si concentra il rischio	corpo libero	Senza conetti bastano quattro riferimenti a terra: bottiglie, scarpe o segni col nastro adesivo	Disponi quattro riferimenti a rettangolo e corri lo stesso percorso a X, cambiando direzione a ogni riferimento	Riferimenti troppo vicini, che riducono la corsa a passi;Oggetti su cui si può inciampare o scivolare	corsa-x-con-conetti
EX598	Corsa all'indietro		cardio_metabolico		corpo libero	casa;libero;palestra	quadricipiti;polpacci;glutei;core	principiante;intermedio	riscaldamento	caviglie;ginocchia	caviglie: passi più corti e ritmo lento. ginocchia: riduci la distanza e resta più eretto	EX605	In piedi, busto leggermente inclinato in avanti, ginocchia morbide, spazio libero alle spalle	Corri all'indietro appoggiando sull'avampiede;Spingi indietro con la gamba d'appoggio senza sederti;Gira la testa a controllare il percorso a intervalli regolari;Respiro ritmico e continuo	Appoggiare di tallone;Busto che si inclina troppo indietro;Passi troppo lunghi che tolgono controllo;Correre senza mai controllare il percorso	Percorso libero e controllato prima di partire: è l'unico esercizio della zona in cui non vedi dove vai					corsa-all-indietro
EX599	Corsa falcata lunga		cardio_metabolico		corpo libero	libero;palestra	glutei;ischiocrurali;quadricipiti;polpacci;core	intermedio;avanzato	riscaldamento	ischiocrurali;ginocchia;lombare	ischiocrurali: falcata più contenuta e velocità ridotta, mai a freddo. lombare: busto più eretto, non aprire la falcata inarcando	EX601	In piedi su un rettilineo libero, busto eretto, braccia sciolte	Corri allungando volontariamente la falcata;Spingi a terra con tutto il piede completando l'estensione dell'anca;Le braccia accompagnano ampie e rilassate;Respiro ritmico e continuo	Allungare la falcata portando avanti il piede invece di spingere indietro;Busto inarcato;Atterraggio di tallone davanti al baricentro;Eseguirla a freddo	Mai a freddo: la falcata ampia mette in tensione gli ischiocrurali, che è dove si strappa					corsa-falcata-lunga
EX600	Corsa laterale scaletta agilità		cardio_metabolico		scaletta agilità	libero;palestra	polpacci;quadricipiti;glutei;adduttori;core	intermedio	riscaldamento	caviglie;ginocchia	caviglie: ritmo lento, un piede per casella. ginocchia: mezzo squat meno profondo e spostamenti più corti	EX603	In piedi di fianco alla scaletta, ginocchia morbide, peso sull'avampiede, busto leggermente inclinato	Entra ed esci dalle caselle spostandoti lateralmente;Appoggia sempre sull'avampiede con contatti rapidi;Il bacino resta basso e all'altezza costante;Respiro ritmico e continuo	Bacino che sale e scende a ogni casella;Piedi che toccano i pioli;Piedi che si incrociano;Guardare i piedi invece che avanti	Servono scarpe con buona presa: il contatto è rapido e di avampiede	corpo libero	La scaletta serve solo a scandire la distanza dei passi: si sostituisce con linee di nastro adesivo o con le fughe delle piastrelle	Traccia sei o otto caselle a terra col nastro e ripeti lo stesso schema laterale, mantenendo appoggi di avampiede e bacino basso	Caselle troppo grandi, che trasformano i contatti rapidi in passi normali;Nastro che si stacca e fa scivolare	corsa-laterale-scaletta-agilita
EX601	Corsa passi corti		cardio_metabolico		corpo libero	casa;libero;palestra	polpacci;quadricipiti;flessori anca;core	principiante;intermedio;avanzato	riscaldamento	caviglie;ginocchia	caviglie: contatti meno rapidi e ampiezza ridotta. ginocchia: resta più eretto e riduci la frequenza	EX605	In piedi, busto eretto, braccia piegate a novanta gradi, peso sull'avampiede	Corri con passi molto corti e frequenza alta;I piedi restano bassi, il contatto a terra è brevissimo;Le braccia accompagnano il ritmo dei piedi;Respiro ritmico e continuo	Allungare il passo perdendo la frequenza;Appoggio di tallone;Busto che si piega in avanti;Spalle rigide e braccia bloccate	È un lavoro di frequenza, non di potenza: se il passo si allunga hai cambiato esercizio					corsa-passi-corti
EX602	Corsa resistenza con elastico		cardio_metabolico		elastico	casa;libero;palestra	glutei;quadricipiti;polpacci;core	intermedio;avanzato	finisher	lombare;ischiocrurali;ginocchia	lombare: elastico più leggero e busto meno inclinato. ischiocrurali: riduci la resistenza e non cercare la falcata massima	EX605	Elastico in vita ancorato dietro, busto inclinato in avanti, elastico già in leggera tensione	Avanza contro la resistenza dell'elastico con passi decisi;Spingi a terra completando l'estensione dell'anca a ogni passo;Il busto resta inclinato in avanti e allineato;Nella GIF l'elastico è tenuto da un partner: da solo ancoralo dietro di te a un punto fisso e solido all'altezza della vita e avanza sul posto;Respiro ritmico e continuo	Busto che si raddrizza perdendo la spinta;Schiena inarcata invece che inclinata;Passi corti e trascinati;Elastico troppo forte che rompe la meccanica della corsa;Ancoraggio a un mobile che può spostarsi	Controlla l'ancoraggio prima di partire: un elastico che si sgancia in tensione torna indietro di colpo. Se l'elastico è troppo corto limita il passo invece di opporre resistenza					corsa-resistenza-con-elastico
EX603	Corsa scaletta agilità		cardio_metabolico		scaletta agilità	libero;palestra	polpacci;quadricipiti;flessori anca;core	principiante;intermedio	riscaldamento	caviglie;ginocchia	caviglie: ritmo lento e un solo appoggio per casella. ginocchia: alza meno il ginocchio e riduci la frequenza	EX600	In piedi davanti alla scaletta, ginocchia morbide, peso sull'avampiede, braccia piegate	Avanza appoggiando i piedi dentro le caselle in successione rapida;Il contatto a terra è breve e di avampiede;Le braccia accompagnano il ritmo;Respiro ritmico e continuo	Piedi che toccano i pioli;Guardare i piedi invece che avanti;Contatti pesanti di tallone;Perdere il ritmo a metà scaletta	Servono scarpe con buona presa: il contatto è rapido e di avampiede	corpo libero	La scaletta serve solo a scandire la distanza dei passi: si sostituisce con linee di nastro adesivo o con le fughe delle piastrelle	Traccia sei o otto caselle a terra col nastro e avanza appoggiando i piedi dentro le caselle con la stessa frequenza	Caselle troppo grandi, che trasformano i contatti rapidi in passi normali;Nastro che si stacca e fa scivolare	corsa-scaletta-agilita
EX604	Corsa sforbiciata		cardio_metabolico		corpo libero	casa;libero;palestra	quadricipiti;glutei;ischiocrurali;flessori anca;core	intermedio	riscaldamento	ischiocrurali;anca;ginocchia	ischiocrurali: apertura ridotta e ritmo lento, mai a freddo. anca: forbice più stretta, resta nel range comodo	EX052	In piedi, un piede avanti e uno indietro in posizione di affondo leggero, braccia opposte alle gambe	Cambia la posizione delle gambe con un salto, invertendo avanti e indietro;Le braccia si alternano in opposizione alle gambe;Atterra morbido sull'avampiede;Respiro ritmico e continuo	Atterraggio rigido a gambe tese;Apertura eccessiva a freddo;Busto che si piega in avanti;Braccia che non accompagnano	Mai a freddo: l'apertura rapida della forbice tende gli ischiocrurali					corsa-sforbiciata
EX605	Corsa sul posto		cardio_metabolico		corpo libero	casa;libero;palestra	polpacci;quadricipiti;flessori anca;core	principiante;intermedio;avanzato	riscaldamento	caviglie;ginocchia	caviglie: contatti più morbidi e ritmo ridotto. ginocchia: riduci ancora l'alzata e limita la corsa a una marcia sul posto	EX114	In piedi, busto eretto, braccia piegate e libere di oscillare lungo i fianchi, peso sull'avampiede	Corri sul posto tenendo il ginocchio BASSO: la coscia resta ben sotto la linea orizzontale;Il piede si stacca appena da terra e riappoggia di avampiede;Le braccia oscillano alternate alle gambe come nella corsa;Ritmo leggero e continuo, respiro regolare	Alzare il ginocchio fino all'altezza dell'anca, trasformando la corsetta in uno skip (è EX613);Atterraggio pesante di tallone;Busto che si piega in avanti;Braccia bloccate lungo il corpo	È l'andatura più blanda della famiglia: serve a scaldare e a tenere il ritmo, non a stancare. Adatta anche a spazi piccoli					corsa-sul-posto
EX606	Corsa zigzag con conetti		cardio_metabolico		conetti	libero;palestra	quadricipiti;glutei;adduttori;polpacci;core	intermedio	riscaldamento	ginocchia;caviglie	ginocchia: conetti più distanziati e cambi meno secchi. caviglie: percorso più corto e ritmo ridotto	EX597	Conetti allineati a distanza regolare, in posizione atletica davanti al primo	Corri superando i conetti alternando i lati in zigzag;Alza il ginocchio nel superare ogni conetto;Il bacino resta basso nei cambi di direzione;Respiro ritmico e continuo	Ginocchio che cede all'interno nel cambio di direzione;Busto alto che rende instabile la svolta;Toccare o spostare i conetti;Rallentare fino a camminare	Nei cambi di direzione il ginocchio segue la punta del piede	corpo libero	I conetti marcano solo i punti da aggirare: bastano bottiglie, scarpe o segni col nastro adesivo	Allinea cinque o sei riferimenti a distanza regolare e corri lo stesso zigzag alternando i lati	Riferimenti troppo vicini, che riducono la corsa a passi laterali;Oggetti che rotolano o su cui si può inciampare	corsa-zigzag-con-conetti
EX607	Jumping jack		cardio_metabolico		corpo libero	casa;libero;palestra	spalle;adduttori;abduttori;polpacci;quadricipiti	principiante;intermedio;avanzato	finisher	caviglie;ginocchia;spalle	caviglie/ginocchia: versione low-impact aprendo un piede per volta senza saltare (EX048). spalle: braccia che salgono solo fino all'altezza delle spalle	EX048	In piedi, piedi uniti, braccia lungo i fianchi, spalle rilassate	Salta aprendo le gambe e portando le braccia sopra la testa;Salta di nuovo richiudendo gambe e braccia nella posizione di partenza;Atterra sempre morbido sull'avampiede;Respiro ritmico e continuo	Atterraggio pesante sui talloni;Ginocchia rigide all'atterraggio;Braccia che si aprono solo a metà;Spalle che si scrollano verso le orecchie	Se le caviglie o le ginocchia danno fastidio passa a EX048, che è la stessa famiglia senza salto					jumping-jack
EX608	Jumping rimbalzato		cardio_metabolico		corpo libero	casa;libero;palestra	polpacci;adduttori;abduttori;spalle	principiante;intermedio	finisher	caviglie;ginocchia	caviglie: rimbalzi più bassi e ritmo ridotto. ginocchia: apertura delle gambe più contenuta	EX607	In piedi, piedi uniti, braccia lungo i fianchi, ginocchia morbide	Rimbalza sull'avampiede aprendo e chiudendo le gambe;Le braccia si aprono lateralmente fino all'altezza delle spalle;I talloni non appoggiano mai del tutto;Respiro ritmico e continuo	Rimbalzi che diventano salti alti e pesanti;Talloni che sbattono a terra;Ginocchia bloccate;Braccia che superano l'altezza delle spalle perdendo il ritmo	È un lavoro di elasticità della caviglia: se il rimbalzo diventa un salto hai cambiato esercizio					jumping-rimbalzato
EX609	Salti laterali rapidi		cardio_metabolico		corpo libero	casa;libero;palestra	glutei;quadricipiti;polpacci;adduttori;core	intermedio	finisher	ginocchia;caviglie	ginocchia: salti più corti o passo laterale senza stacco (EX050). caviglie: ampiezza ridotta e atterraggio su tutto il piede	EX050	In piedi in posizione atletica, ginocchia morbide, peso sull'avampiede	Salta lateralmente da un piede all'altro atterrando in equilibrio;Assorbi l'atterraggio piegando ginocchio e anca;Riparti subito nella direzione opposta;Respiro ritmico e continuo	Ginocchio che cede all'interno in atterraggio;Atterraggio rigido a gamba tesa;Busto che si raddrizza perdendo l'assetto atletico;Salti sempre più corti con l'affaticamento	L'atterraggio su una gamba sola è il punto critico: se il ginocchio cede all'interno riduci l'ampiezza					salti-laterali-rapidi
EX610	Salto con la corda		cardio_metabolico		corda per saltare	casa;libero;palestra	polpacci;quadricipiti;spalle;avambracci;core	principiante;intermedio;avanzato	finisher	caviglie;ginocchia;polpacci	caviglie/polpacci: serie più brevi con pause, salti più bassi. ginocchia: salto minimo, quanto basta a far passare la corda	EX607	In piedi, corda dietro i talloni, gomiti vicini al corpo, polsi rilassati	Fai girare la corda con i polsi, non con le braccia;Salta appena quanto serve a farla passare;Atterra sull'avampiede con ginocchia morbide;Respiro ritmico e continuo	Salti troppo alti che stancano inutilmente;Rotazione con tutto il braccio invece che di polso;Atterraggio di tallone;Ginocchia bloccate all'atterraggio	Il polpaccio è la zona che cede per prima: meglio più serie brevi che una lunga					salto-con-la-corda
EX611	Skip con calcio		cardio_metabolico		corpo libero	casa;libero;palestra	quadricipiti;flessori anca;ischiocrurali;polpacci;core	intermedio	riscaldamento	ischiocrurali;ginocchia;anca	ischiocrurali: estensione della gamba ridotta, mai a freddo. ginocchia: skip normale senza il calcio finale	EX049	In piedi, busto eretto, braccia piegate, peso sull'avampiede	Alza il ginocchio e da lì estendi la gamba in avanti in un calcio controllato;Riporta il piede a terra e alterna;Il busto resta eretto per tutto il movimento;Respiro ritmico e continuo	Calcio lanciato di slancio invece che controllato;Busto che si piega indietro per compensare;Ginocchio che non sale prima del calcio;Eseguirlo a freddo	Il calcio parte dal ginocchio alto e resta controllato: lanciato a freddo è un modo tipico di stirare gli ischiocrurali					skip-con-calcio
EX612	Skip power		cardio_metabolico		corpo libero	casa;libero;palestra	glutei;quadricipiti;polpacci;flessori anca;core	intermedio;avanzato	finisher	ginocchia;caviglie;lombare	ginocchia/caviglie: riduci la spinta verticale e resta sullo skip semplice (EX613). lombare: busto eretto, non inarcare per guadagnare altezza	EX613	In piedi, busto eretto, braccia piegate e pronte a spingere verso l'alto, peso sull'avampiede, ginocchia morbide	Alza il ginocchio e insieme spingi con forza sul piede d'appoggio staccando da terra;Cerca l'altezza a ogni ripetizione, non la frequenza;Atterra morbido sull'avampiede e riparti;Respiro ritmico e continuo	Cercare frequenza invece di spinta;Atterraggio rigido a ginocchio bloccato;Busto inarcato all'indietro;Braccia che non accompagnano la spinta	È la variante più impegnativa della famiglia skip: serve una superficie che assorba, e quando la spinta verticale cala la serie è finita					skip-power
EX613	Skip sul posto		cardio_metabolico		corpo libero	casa;libero;palestra	flessori anca;quadricipiti;polpacci;core	principiante;intermedio;avanzato	riscaldamento	caviglie;ginocchia	caviglie: contatti più morbidi e ritmo ridotto. ginocchia: abbassa le mani di riferimento e alza il ginocchio solo fin dove è comodo	EX049	In piedi, busto eretto, avambracci ORIZZONTALI all'altezza dell'ombelico con i palmi rivolti a terra, peso sull'avampiede	Alza il ginocchio fino a toccare il palmo della mano corrispondente: la coscia arriva all'orizzontale;Le mani restano FERME e fanno da riferimento di altezza per tutta la serie;Appoggia di avampiede e alterna la gamba, il piede resta basso senza fase di volo;Respiro ritmico e continuo	Ginocchio che resta basso e non arriva alla mano, riducendo l'esercizio alla corsetta sul posto (è EX605);Mani che scendono incontro al ginocchio invece di restare ferme;Busto che si piega indietro per far salire la coscia;Appoggio pesante di tallone	L'altezza la dettano le mani ferme, non il ginocchio: se le mani scendono l'esercizio perde il proprio riferimento e diventa un'altra cosa					skip-sul-posto
EX614	Spostamento laterale con tocco a terra		cardio_metabolico		corpo libero	casa;libero;palestra	glutei;quadricipiti;adduttori;ischiocrurali;core	intermedio	finisher	lombare;ginocchia;caviglie	lombare: scendi meno e tocca il ginocchio invece del piede. ginocchia: passo laterale più corto e discesa parziale	EX050	In piedi in posizione atletica, piedi a larghezza spalle, ginocchia morbide	Sposta il peso lateralmente su una gamba piegando ginocchio e anca;Scendi e tocca con la mano opposta il piede della gamba caricata;Risali spingendo col tallone e ripeti dall'altro lato;Respiro continuo, espira nella risalita	Scendere arrotondando la schiena invece di piegare l'anca;Ginocchio che cede all'interno;Tocco cercato flettendo solo il busto;Risalita a strappo	La discesa è un piegamento di anca e ginocchio, non una flessione della schiena: se non arrivi al piede tocca il ginocchio					spostamento-laterale-con-tocco-a-terra
